Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Acetomycin,Antiseptic,Tablet,947 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Cefmycin,Antifungal,Tablet,312 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Amoximycin,Antidepressant,Tablet,45 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Dolocillin,Antiviral,Drops,774 mg,CSL Limited,Fungus,Over-the-Counter
Cefmet,Antibiotic,Tablet,137 mg,AbbVie Inc.,Fever,Prescription
Ibupromet,Antiseptic,Injection,863 mg,Bayer AG,Depression,Over-the-Counter
Metovir,Antibiotic,Drops,805 mg,CSL Limited,Diabetes,Prescription
Ibuprostatin,Antidiabetic,Capsule,67 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Metoprofen,Analgesic,Drops,673 mg,Johnson & Johnson,Pain,Over-the-Counter
Ibuprostatin,Antidiabetic,Syrup,423 mg,Pfizer Inc.,Depression,Prescription
Acetomet,Antidepressant,Drops,183 mg,Eli Lilly and Company,Depression,Prescription
Dolomycin,Antiviral,Ointment,360 mg,Eli Lilly and Company,Pain,Over-the-Counter
Ibupromycin,Antibiotic,Tablet,415 mg,Johnson & Johnson,Fungus,Prescription
Cefmet,Antidiabetic,Injection,412 mg,AbbVie Inc.,Pain,Over-the-Counter
Amoxistatin,Analgesic,Tablet,970 mg,CSL Limited,Depression,Over-the-Counter
Dextrovir,Antipyretic,Ointment,240 mg,AbbVie Inc.,Infection,Prescription
Dextromet,Antifungal,Syrup,134 mg,Sanofi S.A.,Diabetes,Prescription
Dolophen,Antiviral,Cream,351 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dolomycin,Antifungal,Cream,384 mg,AstraZeneca plc,Fungus,Prescription
Metomet,Analgesic,Syrup,354 mg,Bayer AG,Virus,Prescription
Amoxivir,Antipyretic,Injection,558 mg,CSL Limited,Diabetes,Over-the-Counter
Cefcillin,Antiviral,Capsule,147 mg,Bayer AG,Fungus,Prescription
Cefprofen,Antipyretic,Capsule,164 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Acetomycin,Analgesic,Injection,79 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Acetostatin,Antidiabetic,Ointment,8 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metostatin,Antiseptic,Ointment,133 mg,Novartis AG,Fungus,Over-the-Counter
Acetocillin,Antidepressant,Cream,232 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Dolomet,Antidiabetic,Inhaler,743 mg,Bayer AG,Virus,Over-the-Counter
Acetovir,Antiseptic,Capsule,892 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextroprofen,Antibiotic,Inhaler,313 mg,Biogen Inc.,Fever,Over-the-Counter
Dolophen,Antiviral,Inhaler,40 mg,AbbVie Inc.,Infection,Over-the-Counter
Acetomycin,Antiviral,Cream,559 mg,Pfizer Inc.,Pain,Prescription
Amoxistatin,Analgesic,Inhaler,527 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Ibuprostatin,Antidiabetic,Drops,953 mg,AstraZeneca plc,Pain,Prescription
Dolomycin,Antidiabetic,Injection,291 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Cefprofen,Antiviral,Syrup,789 mg,Roche Holding AG,Depression,Over-the-Counter
Ibuprostatin,Antibiotic,Cream,331 mg,Roche Holding AG,Pain,Prescription
Ibuprocillin,Antifungal,Inhaler,901 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Amoxistatin,Antidiabetic,Injection,30 mg,"Gilead Sciences, Inc.",Virus,Prescription
Dolostatin,Analgesic,Cream,465 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Acetophen,Antiseptic,Cream,50 mg,Amgen Inc.,Pain,Over-the-Counter
Clariphen,Antibiotic,Injection,1 mg,Amgen Inc.,Fungus,Prescription
Cefcillin,Antidiabetic,Inhaler,892 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Dextrovir,Antifungal,Injection,124 mg,GlaxoSmithKline plc,Infection,Prescription
Amoximycin,Antidepressant,Syrup,165 mg,Roche Holding AG,Fever,Over-the-Counter
Dextrophen,Antipyretic,Injection,225 mg,"Gilead Sciences, Inc.",Wound,Prescription
Dextromet,Antiviral,Inhaler,744 mg,Pfizer Inc.,Infection,Over-the-Counter
Cefmycin,Antidepressant,Drops,612 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Dolovir,Antidepressant,Cream,854 mg,Pfizer Inc.,Fever,Prescription
Dolocillin,Antidepressant,Cream,625 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuprovir,Antiviral,Drops,388 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dolophen,Analgesic,Drops,46 mg,Amgen Inc.,Fungus,Prescription
Metomet,Antiseptic,Injection,629 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Amoxiphen,Antipyretic,Cream,207 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dextrophen,Antibiotic,Ointment,440 mg,Amgen Inc.,Fungus,Prescription
Ibupronazole,Antiseptic,Injection,641 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Amoxiprofen,Antiviral,Tablet,514 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dextronazole,Antidiabetic,Syrup,824 mg,Roche Holding AG,Depression,Prescription
Acetophen,Analgesic,Syrup,614 mg,Bayer AG,Diabetes,Prescription
Ibuprocillin,Antifungal,Tablet,936 mg,Sanofi S.A.,Virus,Prescription
Clariprofen,Analgesic,Syrup,203 mg,Amgen Inc.,Virus,Over-the-Counter
Cefmycin,Antidiabetic,Cream,81 mg,Bayer AG,Fungus,Prescription
Dextrostatin,Antiviral,Drops,468 mg,"Merck & Co., Inc.",Pain,Prescription
Ibupromycin,Antibiotic,Ointment,367 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Ibupronazole,Antipyretic,Drops,617 mg,AbbVie Inc.,Pain,Prescription
Cefphen,Antiviral,Inhaler,702 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Amoximycin,Antibiotic,Syrup,284 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Clarimycin,Antiseptic,Drops,864 mg,Pfizer Inc.,Fever,Over-the-Counter
Ibupromet,Antiseptic,Drops,603 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Metovir,Antifungal,Ointment,402 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuprocillin,Antiseptic,Drops,456 mg,Roche Holding AG,Virus,Over-the-Counter
Metomycin,Antidiabetic,Tablet,370 mg,Novartis AG,Fever,Over-the-Counter
Cefcillin,Antidepressant,Tablet,383 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Ibupronazole,Antidiabetic,Ointment,508 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Dextromet,Antifungal,Ointment,283 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Amoxiphen,Analgesic,Syrup,587 mg,Johnson & Johnson,Virus,Prescription
Metophen,Antipyretic,Cream,926 mg,Biogen Inc.,Pain,Prescription
Ibupromet,Antipyretic,Capsule,779 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibupronazole,Analgesic,Ointment,983 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibuprovir,Antiseptic,Inhaler,242 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Cefmet,Antidiabetic,Inhaler,517 mg,Amgen Inc.,Wound,Prescription
Amoxiphen,Antiviral,Syrup,868 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Acetocillin,Antiviral,Ointment,854 mg,AstraZeneca plc,Fever,Prescription
Doloprofen,Antifungal,Injection,717 mg,Roche Holding AG,Pain,Prescription
Amoxivir,Antipyretic,Drops,743 mg,CSL Limited,Pain,Prescription
Ibupronazole,Analgesic,Cream,506 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Acetomet,Antipyretic,Tablet,911 mg,Sanofi S.A.,Virus,Prescription
Dolophen,Antibiotic,Injection,465 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Ibupromet,Analgesic,Tablet,858 mg,AstraZeneca plc,Wound,Over-the-Counter
Amoxistatin,Antifungal,Drops,759 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibuprocillin,Antifungal,Syrup,265 mg,Eli Lilly and Company,Pain,Prescription
Metomet,Antifungal,Cream,857 mg,Amgen Inc.,Pain,Prescription
Dextroprofen,Antifungal,Drops,340 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Clariprofen,Antipyretic,Cream,138 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Ibupronazole,Antidiabetic,Drops,255 mg,CSL Limited,Diabetes,Prescription
Acetocillin,Antipyretic,Drops,567 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metovir,Analgesic,Ointment,11 mg,Novo Nordisk A/S,Diabetes,Prescription
Clarinazole,Analgesic,Ointment,218 mg,Eli Lilly and Company,Diabetes,Prescription
Ibuprophen,Analgesic,Capsule,570 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Ibuproprofen,Antifungal,Drops,726 mg,Bayer AG,Diabetes,Prescription
Metostatin,Antiseptic,Tablet,657 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Cefprofen,Antiseptic,Tablet,632 mg,Pfizer Inc.,Pain,Over-the-Counter
Amoxinazole,Analgesic,Tablet,140 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextromet,Antidiabetic,Inhaler,826 mg,Sanofi S.A.,Diabetes,Prescription
Cefprofen,Antiviral,Capsule,791 mg,Pfizer Inc.,Wound,Prescription
Metocillin,Antiviral,Injection,834 mg,Roche Holding AG,Infection,Prescription
Cefnazole,Antibiotic,Cream,863 mg,Eli Lilly and Company,Pain,Over-the-Counter
Cefphen,Antifungal,Ointment,786 mg,AstraZeneca plc,Fungus,Prescription
Metomycin,Antidepressant,Inhaler,428 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dextrophen,Antidiabetic,Tablet,953 mg,Novartis AG,Virus,Over-the-Counter
Dextrostatin,Antiseptic,Capsule,923 mg,Bayer AG,Fever,Over-the-Counter
Ibuprocillin,Antidepressant,Inhaler,592 mg,Sanofi S.A.,Infection,Over-the-Counter
Amoxivir,Antiseptic,Cream,263 mg,Eli Lilly and Company,Pain,Prescription
Acetovir,Antidiabetic,Syrup,16 mg,Bristol-Myers Squibb Company,Depression,Prescription
Amoxinazole,Antibiotic,Capsule,353 mg,AstraZeneca plc,Pain,Over-the-Counter
Amoximycin,Antifungal,Cream,837 mg,Novartis AG,Fever,Over-the-Counter
Claristatin,Antibiotic,Syrup,143 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dolovir,Antibiotic,Inhaler,698 mg,Novo Nordisk A/S,Virus,Prescription
Clariprofen,Antidiabetic,Drops,453 mg,CSL Limited,Fungus,Over-the-Counter
Acetoprofen,Antifungal,Inhaler,69 mg,Amgen Inc.,Wound,Prescription
Metophen,Antibiotic,Cream,123 mg,Eli Lilly and Company,Wound,Prescription
Cefcillin,Analgesic,Capsule,689 mg,Amgen Inc.,Virus,Over-the-Counter
Dolonazole,Antipyretic,Ointment,278 mg,Sanofi S.A.,Fever,Prescription
Acetophen,Antifungal,Cream,213 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Cefcillin,Analgesic,Injection,481 mg,CSL Limited,Virus,Over-the-Counter
Acetocillin,Antidepressant,Capsule,494 mg,Sanofi S.A.,Depression,Prescription
Dextroprofen,Antifungal,Ointment,319 mg,Bristol-Myers Squibb Company,Pain,Prescription
Ibupromycin,Antiviral,Capsule,120 mg,Biogen Inc.,Wound,Prescription
Cefvir,Antidiabetic,Syrup,800 mg,AstraZeneca plc,Infection,Prescription
Clariprofen,Antibiotic,Drops,715 mg,Biogen Inc.,Pain,Over-the-Counter
Acetocillin,Antipyretic,Syrup,396 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Dolostatin,Antidepressant,Tablet,853 mg,Sanofi S.A.,Infection,Over-the-Counter
Amoxiphen,Antidiabetic,Tablet,8 mg,GlaxoSmithKline plc,Virus,Prescription
Dolomet,Antiviral,Capsule,657 mg,Sanofi S.A.,Pain,Prescription
Cefstatin,Antifungal,Syrup,716 mg,AstraZeneca plc,Wound,Over-the-Counter
Cefstatin,Antibiotic,Tablet,701 mg,Johnson & Johnson,Wound,Over-the-Counter
Dextroprofen,Antipyretic,Cream,438 mg,"Merck & Co., Inc.",Wound,Prescription
Claricillin,Antidiabetic,Inhaler,410 mg,Biogen Inc.,Infection,Prescription
Dextrovir,Antidepressant,Tablet,956 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Acetovir,Analgesic,Ointment,833 mg,AbbVie Inc.,Depression,Prescription
Claricillin,Antifungal,Injection,160 mg,Biogen Inc.,Depression,Over-the-Counter
Ibuprovir,Antipyretic,Ointment,913 mg,Johnson & Johnson,Depression,Prescription
Amoximycin,Analgesic,Ointment,18 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoximet,Antidiabetic,Injection,189 mg,AstraZeneca plc,Wound,Over-the-Counter
Ibuprostatin,Antidepressant,Syrup,208 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Clarimet,Analgesic,Cream,470 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Metoprofen,Antidiabetic,Tablet,328 mg,Johnson & Johnson,Infection,Over-the-Counter
Cefcillin,Antiseptic,Cream,774 mg,Bristol-Myers Squibb Company,Pain,Prescription
Dolomycin,Analgesic,Capsule,414 mg,Novartis AG,Fever,Prescription
Clarinazole,Antiviral,Capsule,347 mg,Roche Holding AG,Diabetes,Prescription
Clarimet,Antiseptic,Syrup,450 mg,CSL Limited,Pain,Prescription
Ibuprophen,Antiseptic,Drops,405 mg,Pfizer Inc.,Virus,Prescription
Amoxiprofen,Antibiotic,Drops,687 mg,Biogen Inc.,Virus,Prescription
Metomycin,Antidepressant,Syrup,676 mg,Novo Nordisk A/S,Wound,Prescription
Dextromet,Antifungal,Syrup,198 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolophen,Antifungal,Drops,650 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprophen,Antipyretic,Cream,116 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Acetonazole,Antifungal,Ointment,722 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibupromet,Antiseptic,Drops,604 mg,Novo Nordisk A/S,Fever,Prescription
Cefcillin,Antidepressant,Syrup,892 mg,AbbVie Inc.,Depression,Prescription
Acetoprofen,Antifungal,Cream,760 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Ibupromycin,Antipyretic,Syrup,847 mg,Johnson & Johnson,Pain,Prescription
Dextronazole,Antidiabetic,Ointment,385 mg,Roche Holding AG,Fungus,Over-the-Counter
Clariprofen,Antibiotic,Tablet,443 mg,AstraZeneca plc,Fever,Over-the-Counter
Acetonazole,Antiviral,Inhaler,366 mg,Roche Holding AG,Diabetes,Over-the-Counter
Dolovir,Analgesic,Syrup,640 mg,Pfizer Inc.,Virus,Prescription
Ibupromycin,Antipyretic,Inhaler,313 mg,Novo Nordisk A/S,Fungus,Prescription
Amoxiphen,Antifungal,Capsule,766 mg,Pfizer Inc.,Virus,Over-the-Counter
Metocillin,Antiseptic,Syrup,381 mg,Sanofi S.A.,Fever,Over-the-Counter
Dextrophen,Antifungal,Drops,845 mg,AstraZeneca plc,Virus,Prescription
Dolonazole,Antipyretic,Capsule,833 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetomycin,Antibiotic,Capsule,515 mg,Novo Nordisk A/S,Infection,Prescription
Metomycin,Antidiabetic,Syrup,381 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Cefcillin,Antibiotic,Drops,851 mg,Bayer AG,Fever,Prescription
Dextrocillin,Antiviral,Tablet,278 mg,"Merck & Co., Inc.",Fever,Prescription
Dextrophen,Antidepressant,Syrup,823 mg,AbbVie Inc.,Fever,Over-the-Counter
Dolophen,Antipyretic,Capsule,540 mg,Novartis AG,Diabetes,Prescription
Claristatin,Analgesic,Syrup,675 mg,CSL Limited,Diabetes,Prescription
Metomycin,Antifungal,Ointment,741 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Acetovir,Antidiabetic,Tablet,641 mg,Amgen Inc.,Diabetes,Over-the-Counter
Metomet,Antifungal,Cream,830 mg,Eli Lilly and Company,Fever,Over-the-Counter
Claricillin,Antiviral,Tablet,22 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Claristatin,Analgesic,Capsule,784 mg,Novo Nordisk A/S,Fungus,Prescription
Dolocillin,Analgesic,Drops,800 mg,Novartis AG,Virus,Over-the-Counter
Clariphen,Antiseptic,Drops,980 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Cefnazole,Antidiabetic,Inhaler,463 mg,AbbVie Inc.,Pain,Over-the-Counter
Dextronazole,Antibiotic,Cream,960 mg,AbbVie Inc.,Virus,Over-the-Counter
Amoxinazole,Antipyretic,Cream,945 mg,Bayer AG,Diabetes,Over-the-Counter
Metophen,Antifungal,Capsule,375 mg,Biogen Inc.,Wound,Over-the-Counter
Dolonazole,Analgesic,Injection,560 mg,"Merck & Co., Inc.",Fever,Prescription
Clariprofen,Analgesic,Ointment,782 mg,Roche Holding AG,Diabetes,Over-the-Counter
Ibuprophen,Antibiotic,Drops,580 mg,Eli Lilly and Company,Infection,Prescription
Acetomycin,Antipyretic,Tablet,791 mg,CSL Limited,Wound,Prescription
Clariphen,Analgesic,Cream,278 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metoprofen,Antidiabetic,Injection,460 mg,Johnson & Johnson,Wound,Over-the-Counter
Claricillin,Antidepressant,Drops,202 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextronazole,Antiseptic,Syrup,729 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Acetocillin,Antidepressant,Syrup,126 mg,Johnson & Johnson,Wound,Prescription
Dextromet,Antiseptic,Cream,9 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dolovir,Antiseptic,Drops,746 mg,Biogen Inc.,Infection,Prescription
Ibupromet,Antiviral,Ointment,565 mg,Eli Lilly and Company,Pain,Prescription
Amoxicillin,Antiviral,Injection,713 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dextrophen,Analgesic,Injection,76 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Cefphen,Antiviral,Syrup,728 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Metonazole,Antifungal,Ointment,695 mg,Novo Nordisk A/S,Depression,Prescription
Dolomet,Antipyretic,Cream,207 mg,Pfizer Inc.,Pain,Prescription
Dolovir,Antipyretic,Tablet,248 mg,Roche Holding AG,Fungus,Over-the-Counter
Dolomycin,Analgesic,Injection,61 mg,Roche Holding AG,Infection,Prescription
Amoxiprofen,Antiseptic,Inhaler,1 mg,Sanofi S.A.,Fever,Prescription
Clarivir,Antibiotic,Ointment,265 mg,GlaxoSmithKline plc,Fungus,Prescription
Ibupronazole,Antidepressant,Inhaler,298 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Dextroprofen,Antidiabetic,Tablet,68 mg,Novartis AG,Pain,Prescription
Amoxicillin,Antidiabetic,Ointment,689 mg,GlaxoSmithKline plc,Fever,Prescription
Metomet,Antipyretic,Drops,23 mg,Novartis AG,Pain,Prescription
Metovir,Antiviral,Inhaler,57 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Clarimycin,Antidepressant,Drops,487 mg,AbbVie Inc.,Wound,Over-the-Counter
Cefvir,Analgesic,Drops,712 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dextrophen,Analgesic,Injection,382 mg,Eli Lilly and Company,Infection,Prescription
Ibuprostatin,Antiseptic,Injection,936 mg,Bayer AG,Fungus,Prescription
Metocillin,Antidiabetic,Injection,633 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metoprofen,Antipyretic,Ointment,232 mg,"Merck & Co., Inc.",Wound,Prescription
Metomet,Antibiotic,Syrup,436 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Dolovir,Antidiabetic,Drops,561 mg,Novartis AG,Depression,Over-the-Counter
Acetoprofen,Antifungal,Inhaler,134 mg,Amgen Inc.,Pain,Prescription
Cefstatin,Antidiabetic,Tablet,227 mg,Pfizer Inc.,Diabetes,Prescription
Cefmet,Antifungal,Capsule,13 mg,AbbVie Inc.,Fungus,Over-the-Counter
Clariphen,Antidepressant,Cream,476 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Cefphen,Antiseptic,Inhaler,102 mg,AstraZeneca plc,Fungus,Over-the-Counter
Cefstatin,Antiseptic,Inhaler,235 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Metomet,Antidepressant,Cream,99 mg,Amgen Inc.,Diabetes,Over-the-Counter
Metoprofen,Antidepressant,Syrup,894 mg,Pfizer Inc.,Depression,Over-the-Counter
Ibuprovir,Antipyretic,Ointment,205 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Ibuprocillin,Antibiotic,Syrup,30 mg,AstraZeneca plc,Fever,Over-the-Counter
Cefstatin,Antipyretic,Capsule,714 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metostatin,Antidiabetic,Syrup,823 mg,Roche Holding AG,Fungus,Over-the-Counter
Cefnazole,Antiviral,Cream,385 mg,"Gilead Sciences, Inc.",Fever,Prescription
Ibuprovir,Antidiabetic,Drops,296 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextrostatin,Antidiabetic,Cream,227 mg,Biogen Inc.,Diabetes,Over-the-Counter
Clarimet,Antiviral,Tablet,940 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dextronazole,Antiviral,Cream,298 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Acetomet,Antiseptic,Injection,980 mg,Pfizer Inc.,Pain,Over-the-Counter
Amoxiphen,Antiviral,Syrup,403 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Cefmet,Antidepressant,Capsule,212 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dextronazole,Antiviral,Ointment,822 mg,Eli Lilly and Company,Virus,Over-the-Counter
Clariphen,Antiviral,Tablet,229 mg,"Gilead Sciences, Inc.",Wound,Prescription
Claricillin,Antibiotic,Inhaler,273 mg,Sanofi S.A.,Fever,Prescription
Dolovir,Analgesic,Injection,406 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Metonazole,Antiseptic,Capsule,166 mg,Eli Lilly and Company,Fever,Prescription
Cefmet,Analgesic,Cream,559 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Amoximycin,Analgesic,Tablet,744 mg,AstraZeneca plc,Fungus,Prescription
Ibuprovir,Antiseptic,Injection,153 mg,Johnson & Johnson,Fever,Over-the-Counter
Ibupronazole,Antipyretic,Inhaler,78 mg,Johnson & Johnson,Fungus,Over-the-Counter
Amoxivir,Antidepressant,Cream,354 mg,CSL Limited,Fungus,Over-the-Counter
Clarinazole,Analgesic,Drops,953 mg,Novartis AG,Wound,Over-the-Counter
Metocillin,Antiviral,Injection,275 mg,CSL Limited,Diabetes,Prescription
Clariphen,Antiviral,Drops,396 mg,Bayer AG,Fungus,Prescription
Dolomet,Analgesic,Capsule,949 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Acetophen,Analgesic,Tablet,731 mg,Bayer AG,Depression,Prescription
Metonazole,Antiseptic,Cream,761 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Acetonazole,Antidiabetic,Ointment,75 mg,Bayer AG,Infection,Over-the-Counter
Dolonazole,Analgesic,Capsule,715 mg,Eli Lilly and Company,Virus,Over-the-Counter
Dolocillin,Antiviral,Syrup,672 mg,Novo Nordisk A/S,Fever,Prescription
Cefcillin,Analgesic,Cream,730 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Clarimycin,Analgesic,Inhaler,551 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Amoxiphen,Analgesic,Tablet,716 mg,Novartis AG,Pain,Prescription
Amoximet,Antipyretic,Ointment,433 mg,Bayer AG,Fungus,Over-the-Counter
Dextrovir,Antibiotic,Injection,845 mg,Sanofi S.A.,Depression,Prescription
Dextrophen,Antidepressant,Ointment,150 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Metovir,Antibiotic,Tablet,900 mg,Bayer AG,Virus,Over-the-Counter
Ibupromycin,Antiviral,Capsule,102 mg,Eli Lilly and Company,Fungus,Prescription
Claristatin,Antidepressant,Tablet,30 mg,"Merck & Co., Inc.",Fever,Prescription
Clarivir,Antiseptic,Ointment,340 mg,AstraZeneca plc,Pain,Over-the-Counter
Clarivir,Antidepressant,Drops,298 mg,Novartis AG,Fungus,Prescription
Metomet,Antipyretic,Injection,11 mg,Pfizer Inc.,Virus,Prescription
Dolostatin,Antiseptic,Drops,790 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metovir,Antiviral,Drops,706 mg,Bayer AG,Virus,Prescription
Dolostatin,Antiviral,Capsule,731 mg,AstraZeneca plc,Virus,Over-the-Counter
Dolovir,Antipyretic,Injection,228 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Amoxiprofen,Analgesic,Injection,247 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Metostatin,Antipyretic,Syrup,582 mg,Johnson & Johnson,Fever,Prescription
